"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-04-01 ~ 2026-04-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"467","경기도 화성시 병점구 진안동","506","0506","0000","화남(506-0)","59.9400","202604","20","19,800","-","13","개인","개인","1995"," 5","-","직거래","-","-"
"468","경기도 용인시 기흥구 신갈동","159","0159","0000","갈현마을현대홈타운","59.9590","202604","20","63,500","-","7","개인","개인","2001","관곡로 16","-","중개거래","경기 용인시 기흥구","-"
"469","경기도 안성시 대덕면 내리","675","0675","0000","신라","35.2800","202604","20","7,100","1","4","개인","개인","1999","대학6길 25","-","중개거래","경기 안성시","26.04.20"
"470","경기도 수원시 팔달구 화서동","220-3","0220","0003","영광","74.5800","202604","20","42,000","-","11","개인","개인","1993","덕영대로757번길 10","-","직거래","-","-"
"471","경기도 안성시 금광면 신양복리","139-1","0139","0001","홍익","59.9210","202604","20","14,000","-","10","개인","개인","2001","종합운동장로 132","-","중개거래","경기 안성시","-"
"472","경기도 안성시 공도읍 진사리","36-1","0036","0001","주은청설","59.7300","202604","20","12,800","-","16","개인","개인","2000","진사길 32","-","중개거래","경기 안성시","-"
"473","경기도 안성시 공도읍 만정리","877","0877","0000","안성공도KCC스위첸","84.7310","202604","20","21,000","107","1","개인","개인","2010","공도로 150","-","중개거래","경기 안성시","26.04.20"
"474","경기도 안성시 공도읍 승두리","889","0889","0000","공도우방아이유쉘","78.7690","202604","20","31,200","-","9","개인","개인","2020","공도로 116-26","-","중개거래","경기 안성시","-"
"475","경기도 수원시 팔달구 우만동","600","0600","0000","월드메르디앙","101.2560","202604","20","75,000","-","11","개인","개인","2004","권광로 373","-","중개거래","경기 수원시 팔달구","-"
"476","경기도 용인시 처인구 삼가동","550","0550","0000","늘푸른오스카빌3단지","84.9300","202604","20","34,000","-","14","개인","개인","2004","중부대로1158번길 12","-","중개거래","경기 용인시 처인구","-"
"477","경기도 용인시 처인구 역북동","826","0826","0000","서희스타힐스포레스트","59.9957","202604","20","39,000","-","7","개인","개인","2023","낙은로 100-31","-","중개거래","경기 용인시 처인구","-"
"478","경기도 양주시 광사동","713","0713","0000","해동마을신도브래뉴","159.6214","202604","20","50,000","-","9","개인","개인","2009","고읍남로39번길 48","-","중개거래","경기 양주시","-"
"479","경기도 양주시 광사동","713","0713","0000","해동마을신도브래뉴","84.9903","202604","20","29,600","-","5","개인","개인","2009","고읍남로39번길 48","-","중개거래","경기 고양시 덕양구, 경기 양주시","-"
"480","경기도 안성시 공도읍 용두리","753","0753","0000","산수화","59.9100","202604","20","9,750","-","4","개인","개인","2003","벚꽃길 73","-","중개거래","경기 안성시","-"
"481","경기도 하남시 풍산동","626","0626","0000","하남힐즈파크푸르지오2단지","84.8254","202604","20","90,500","-","12","개인","개인","2018","세미로1길 11","-","중개거래","경기 하남시","-"
"482","경기도 안성시 공도읍 양기리","567","0567","0000","송정그린빌","84.9909","202604","20","13,000","-","2","개인","개인","2001","양기길 46","-","중개거래","경기 안성시","-"
"483","경기도 화성시 효행구 봉담읍 와우리","10","0010","0000","동보와우리아파트","24.3616","202604","20","6,600","-","3","개인","개인","1999"," 48","-","중개거래","경기 화성시 효행구","-"
"484","경기도 하남시 덕풍동","336-40","0336","0040","라인","59.4000","202604","20","45,000","-","10","개인","개인","1997","하남대로 895","-","직거래","-","-"
"485","경기도 하남시 신장동","430-7","0430","0007","성원상떼빌","30.4200","202604","20","14,500","-","6","개인","개인","2003","신장로 104","-","직거래","-","-"
"486","경기도 양평군 양평읍 백안리","875","0875","0000","블루밍1단지","84.8267","202604","20","27,200","-","4","개인","법인","2010","중앙로167번길 60","-","직거래","-","-"
"487","경기도 군포시 금정동","875","0875","0000","퇴계주공(351~359동)","41.8500","202604","20","28,000","-","11","개인","개인","1993","광정로 25-20","-","중개거래","경기 군포시","-"
"488","경기도 군포시 금정동","872","0872","0000","충무주공(872)","42.7500","202604","20","32,300","-","16","개인","개인","1993","산본로 299","-","중개거래","경기 군포시","-"
"489","경기도 군포시 금정동","710","0710","0000","상안","40.9800","202604","20","15,000","-","4","개인","개인","1987","번영로587번길 39","-","중개거래","경기 군포시","-"
"490","경기도 군포시 금정동","871-11","0871","0011","다산주공(3단지)","84.8200","202604","20","53,600","-","15","개인","개인","1992","오금로 16","-","중개거래","경기 군포시","-"
"491","경기도 안성시 당왕동","584","0584","0000","삼정그린코아더베스트","84.9857","202604","20","32,000","-","30","개인","개인","2019","고수2로 70","-","중개거래","경기 안성시","-"
"492","경기도 안성시 석정동","343","0343","0000","우남퍼스트빌","140.2353","202604","20","38,000","-","7","개인","개인","2007","중앙로 274-7","-","중개거래","경기 안성시","-"
"493","경기도 안성시 금산동","81-2","0081","0002","주은청설","59.5200","202604","20","14,500","-","17","개인","개인","1999","대학로 64","-","중개거래","경기 안성시","-"
"494","경기도 안성시 낙원동","400-4","0400","0004","유웅","71.1600","202604","20","7,000","-","4","개인","개인","1989","중앙로452번길 34","-","직거래","-","-"
"495","경기도 안성시 숭인동","88","0088","0000","동신","59.9100","202604","20","13,800","-","3","개인","개인","1994","혜산로 37-24","-","중개거래","경기 안성시","-"
"496","경기도 양주시 삼숭동","690","0690","0000","옥정역로제비앙메트로파크1단지","84.9065","202604","20","37,900","-","8","개인","개인","2022","부흥로 2128","-","중개거래","경기 양주시","-"
"497","경기도 이천시 신둔면 수광리","757","0757","0000","수광엘리시움","39.9900","202604","20","10,100","-","11","개인","개인","2009","경충대로3234번길 65","-","중개거래","경기 이천시","-"
"498","경기도 군포시 부곡동","1204","1204","0000","삼성마을6단지","59.9800","202604","20","45,000","-","18","개인","개인","2014","삼성로 41","-","중개거래","경기 군포시","-"
"499","경기도 군포시 당동","1020","1020","0000","삼성마을시티프라디움(3단지)","33.9100","202604","20","26,000","-","7","개인","개인","2014","삼성로59번길 16","-","직거래","-","-"
"500","경기도 화성시 동탄구 청계동","516","0516","0000","동탄역시범대원칸타빌아파트","84.7860","202604","20","109,000","-","3","개인","개인","2015"," 53","-","중개거래","경기 화성시 동탄구","-"
"501","경기도 시흥시 배곧동","279","0279","0000","시흥배곧신도시 이지더원2차 에듀그린","76.6180","202604","20","43,700","-","16","개인","개인","2017","서울대학로 100","-","중개거래","경기 시흥시","-"
"502","경기도 화성시 동탄구 청계동","538","0538","0000","동탄역센트럴푸르지오","74.9061","202604","20","84,500","-","3","개인","개인","2015"," 54","-","중개거래","경기 화성시 동탄구","-"
"503","경기도 화성시 동탄구 목동","491","0491","0000","힐스테이트동탄","84.8479","202604","20","86,800","-","10","개인","개인","2019"," 59","-","중개거래","경기 화성시 동탄구","-"
"504","경기도 화성시 동탄구 목동","489","0489","0000","동탄동원로얄듀크2차","84.9889","202604","20","63,000","-","13","개인","개인","2019"," 21","-","중개거래","경기 화성시 동탄구","-"
"505","경기도 시흥시 정왕동","1394","1394","0000","아주","34.8000","202604","20","14,500","-","7","개인","개인","1994","정왕신길로139번길 4","-","중개거래","경기 시흥시","-"
"506","경기도 시흥시 정왕동","1877-5","1877","0005","보성","41.9700","202604","20","18,100","-","2","개인","개인","1998","함송로 63","-","중개거래","경기 시흥시","-"
"507","경기도 시흥시 정왕동","1877-5","1877","0005","보성","41.9700","202604","20","18,100","-","2","개인","개인","1998","함송로 63","20260421","중개거래","경기 시흥시","-"
"508","경기도 시흥시 정왕동","2732","2732","0000","호반써밋더프라임","59.5893","202604","20","33,800","-","10","개인","개인","2023","거북섬남로 77","-","중개거래","경기 시흥시","-"
"509","경기도 화성시 동탄구 여울동","1089","1089","0000","동탄역롯데캐슬","84.7002","202604","20","182,000","-","2","개인","개인","2021"," 150","-","중개거래","경기 화성시 동탄구","-"
"510","경기도 화성시 동탄구 여울동","971","0971","0000","동탄역반도유보라아이비파크7.0","86.2318","202604","20","139,000","-","43","개인","개인","2019"," 63","-","중개거래","경기 화성시 동탄구","-"
"511","경기도 화성시 동탄구 여울동","998","0998","0000","동탄역에일린의뜰","84.9940","202604","20","62,500","-","4","개인","개인","2016"," 77","-","중개거래","경기 화성시 동탄구","-"
"512","경기도 시흥시 월곶동","992-5","0992","0005","알파시티","16.8000","202604","20","3,950","-","4","개인","개인","2013","월곶중앙로30번길 31","-","중개거래","경기 시흥시","-"
"513","경기도 화성시 동탄구 여울동","1044","1044","0000","반도유보라아이비파크3","84.9477","202604","20","85,000","-","9","개인","개인","2016"," 17","-","중개거래","경기 화성시 동탄구","-"
"514","경기도 수원시 권선구 입북동","810","0810","0000","서수원자이","84.8086","202604","20","39,000","-","5","개인","개인","2009","입북로 50","-","직거래","-","-"
"515","경기도 이천시 송정동","107-48","0107","0048","풍산","84.9000","202604","20","18,000","-","1","개인","법인","1997","증신로 278","-","직거래","-","-"
"516","경기도 이천시 증포동","491","0491","0000","이천증포새도시한양수자인5블럭","72.9554","202604","20","31,500","-","6","개인","개인","2017","아리역로38번길 50","-","중개거래","경기 이천시","-"
"517","경기도 시흥시 대야동","563","0563","0000","서해","59.5800","202604","20","33,000","-","7","개인","개인","1997","비둘기공원7길 19","-","중개거래","경기 시흥시","-"
"518","경기도 화성시 효행구 봉담읍 와우리","589","0589","0000","봉담그대가3단지","84.7340","202604","20","31,500","-","13","개인","개인","2008"," 10","-","중개거래","경기 수원시 권선구, 경기 화성시 효행구","-"
"519","경기도 오산시 갈곶동","220","0220","0000","동부","60.0000","202604","20","20,000","-","12","개인","개인","2000","경기대로25번길 16","-","중개거래","경기 오산시","-"
"520","경기도 오산시 고현동","270","0270","0000","고현아이파크","84.9707","202604","20","32,000","-","6","개인","개인","2009","남부대로 430-12","-","중개거래","경기 오산시","-"
"521","경기도 파주시 와동동","1471-2","1471","0002","힐스테이트더운정","84.9639","202604","20","77,990","-","28","개인","개인","2025","와석순환로515번길 70","-","중개거래","경기 파주시","-"
"522","경기도 파주시 목동동","989","0989","0000","파주운정신도시디에트르더클래스아파트","84.9671","202604","20","55,000","-","12","개인","개인","2023","산내로 90","-","중개거래","경기 파주시","-"
"523","경기도 파주시 목동동","667","0667","0000","해솔마을4단지벽산우남연리지(667)","84.9942","202604","20","38,200","-","7","개인","개인","2010","해솔로 20","-","중개거래","경기 파주시","-"
